child_id,fname,lname,age,family_size,num_of_siblings,parents_working_hours,household_income,access_to_technology,number_of_devices,environment_type,school_type
8265,Michaela,Hampton,9,5,2,46.80,28117.28,1,1,  Urban  ,Public
8266,Helen,,99,8,6,40.50,20909.27,1,2,Rural,Public
8268,Juan,Proctor,13,5,3,43.80,17930.29,0,0,suburban,Gov
8269,Sherri,Bailey,8,6,4,48.30,53708.53,1,3,Urban,  International  
8270,Patrick,Avila,6,3,1,,,1,2, URB , Private 
8271,Victoria,Boone,13,2,0,,45007.84,1,3, Urban ,Public
8272,Bridget,Thomas,16,7,5,48.40,17177.91,1,2,Suburb,Homeschool
8273,Shannon,Kent,12,4,1,30.60,32669.42,1,3,Suburban,Private
8274,Lucas,Wiggins,15,2,0,48.60,"29586,79",1,-4,Urban,Private
8275,Meredith,Johnston,18,7,5,,31932.01,1,1,RUR,Public
8276,Grant,Lynn,14,3,1,43.40,12743.99,1,1,RURAL,PUBLIC
8277,Elizabeth,Unknown,7,3,1,,90918.47,1,2,Urban,private
8278,Jeanette,Bishop,11,5,3,33.50,20667.09,1,2,Rural,Public
8279,Tyler,Decker,15,2,0,,27753.86,1,2,URB,International
8280,Pamela,Scott,10,9,7,42.40,15014.84,0,0,Rural,Public
8281,Glenda,Farmer,16,6,4,44.90,25494.94,1,,SUBURBAN, Governmental 
8282,Unknown,Garrett,10,8,6,28.70,21041.18,1,2, city ,Gov
8283,Gabrielle,Burke,12,3,1,47.90,42902.85,1,5,Urban,  Private  
8284,Kevin,Wise,9,3,0,44.30,25423.94,1,,Suburban,Gov
8286,Ronald,Nichols,11,5,2,,13516.59,1,3,  Rural  ,Public
8287,Trevor,Sheppard,5,7,5,,27823.73,1,,Urban,Governmental
8288,Joyce,Yu,9,5,3,40.70,13509.24,,,  Rural  ,Governmental
8289,Rhonda,Cunningham,999,3,1,39.90,83114.41,1,3,URBAN,private
8290,  Hailey   ,FRANKLIN,9,4,2,34.90,,0,0,Urban,Priv
8291,Gabriella,Unknown,8,2,0,40.20,31304.04,1,4,urban, public 
8292,Ronald,Rocha,14,6,4,41.20,20376.57,0,,Rural,HOMESCHOOL
8293,Shelly,Gamble,14,4,2,18.90,13760.91,1,1,SUB,Priv
8294,Virginia,Cruz,13,3,1,,127230.13,1,7,City,private 
8295,,Leon,6,9,7,49.90,15339.54,1,1,  Suburban  ,Public
8296,beth,Ingram,10,7,5,23.40,17473.45,,,RUR,Public
8297,Carlos,Richardson,6,3,1,62.40,75072.94,1,2,Urban,  Private  
8298,Laurie,Adkins,10,6,4,59.80,24190.47,1,2, Urban ,Public
8299,barbara,Reynolds,13,2,0,15.30,32176.62,1,1,City,Governmental
8300,Tanya,Vargas,14,8,6,24.90,24596.87,1,4,Urban,Public
8301,Dawn,  Warren   ,12,2,0,60.60,28873.96,1,1,Urban,Public
8302,Tamara,Patton,15,9,7,38.80,46388.26,1,2,Sub-urban,Public
8303,Gabriella,Hess,11,3,1,29.30,23580 EGP,1,,city,Public
8304,Joy,Aguilar,10,2,0,40.20,5943.47,1,,  Suburban  ,public
8305,Patty,Byrd,14,4,2,28.60,,0,0,Village,Public
8306,Julie,Murillo,14,5,3,45.20,30779.52,1,1,city,PVT
8307,Patricia,Harvey,9,2,0,61.10,33106.69,1,3,Urban,Private
8308,Beth,Arnold,12,9,7,23.80,26881.2,1,2,Urban,private 
8309,Henry,Knight,9,2,0,41.00,,,,unknown,Public
8310,AARON,Baldwin,3,3,1,28.40,22363.17,1,2,Suburban,  Homeschool  
8311,Melvin,Benjamin,12,2,0,59.40,67565.69,1,2,Suburban,Private
8312,Jacob,Byrd,6,3,1,42.70,25006.11,1,,Suburban,Governmental
8313,cole,Fitzgerald,12,4,2,,36647.47,1,3,Suburban,PRIVATE
8314,Ariana,Murphy,5,2,0,35.20,,0,0, SUB ,PUB
8315,Grace,Chan,8,7,5,52.80,14613.75,,,rural,Public
8316,Arthur,Bradley,9,6,4,22.90,,,,Rural,Governmental
8317,Ricardo,West,15,3,1,55.60,52131.26,1,4,Suburban,Priv
8318,Kristin,Harris,9,6,4,55.80,12636 EGP,,,Urban,N/A
8319,Tim,Farrell,7,5,3,,31408.09,1,3,n/a,Private
8320,Darrell,Lowe,12,7,5,,20690.09,0,0,Village,PUB
8321,Shelly,Allen,10,3,1,36.70,29785.17,0,0,suburban,Public
8322,Crystal,Flores,13,9,7,39.10,,1,2,Suburb, Public 
8323,KAYLA,Walter,7,3,1,59.60,,0,,Urban,Public
8324,,Rush,11,5,3,56.70,27292.87,1,3,Suburban,Public
8325,Ross,Lewis,18,4,2,50.50,,0,0,  suburban  ,PUB
8326,Unknown,Hardin,10,6,4,42.90,,,,Rural,Governmental
8327,Madeline,Houston,11,6,4,25.40,23541.1,1,1,Urban,PUBLIC
8328,Penny,Richmond,5,5,3,16.60,,1,1,?,Private
8329,Alec,Fry,7,7,5,50.00,,1,1,Urban,PUB
8330,Kimberly,  Berry   ,12,4,2,38.20,29731.71,0,0,URBAN,Public
8331,Kathryn,Walker,9,6,4,46.20,8970.12,0,0, Suburban ,Public
8332,Dana,Rogers,13,7,5,38.40,"22,512.12",1,3,Urban,PUB
8333,Dean,Hernandez,12,2,0,,17728.38,0,0,Suburban,PRIVATE
8334,Carrie,Pace,6,4,2,30.50,25259.87,1,,Suburban,Public
8336,,Garza,6,3,1,66.00,14912.1,,, Suburban ,Public
8337,Victoria,Franco,8,4,2,,32000.39,1,,Suburban, Governmental 
8338,Andrew,Hudson,11,3,1,45.80,33571.63,1,3,Urban,Public
8339,Zoe,Ellis,16,3,1,60.80,40454.9,1,8,Urban,PUB
8340,Tracey,Cortez,7,6,4,56.70,22758.4,1,1,Suburb,Private
8341,Michael,Middleton,11,4,2,42.40,65696.49,1,3,Urban,INTERNATIONAL
8342,Kaylee,Miles,11,4,2,43.00,43343.57,1,4,Urban,International
8343,Charles,Kelly,13,8,6,37.20,25226.82,0,0,Rural,Governmental
8344,Gene,Cook,15,5,3,35.40,11756.52,1,,Suburban,Public
8345,Howard,Mclean,9,6,3,45.60,31350.54,1,,urban, public 
8346,Catherine,Fleming,14,5,3,,19333.21,0,0,Suburb,Homeschool
8347,Ruben,Frederick,15,6,4,51.20,18510.63,0,0, City ,Governmental
8348,Angel,Erickson,17,8,6,34.10,21066.61,0,0,URBAN,Public
8349,Gail,Malone,12,3,1,35.00,28832.1,1,-2,urban,Public
8350,Cathy,Shepherd,11,6,4,36.80,38224.06,1,5,URB,Private
8351,  Charlotte   ,PEARSON,9,7,4,57.80,51015.35,1,1,Urban,
8352,Jared,Joseph,5,4,2,,42790.96,1,2,  SUBURBAN  ,Public
8353,Sonya,Rhodes,9,5,3,61.80,34925.83,1,2,Urban,International
8354,Rodney,Blackburn,11,7,5,,30656.28,0,0,city,Private
8355,Jesus,Peterson,10,3,1,53.30,24872.85,1,,urban,Public
8356,Vincent,Parrish,13,4,2,,25947.31,1,,URBAN,public
8357,Brenda,Wilkins,5,2,0,38.30,,0,,Suburban,  Public  
8358,Virginia,Charles,10,5,3,43.50,23490.41,0,4,URBAN,Public
8359,Judith,Owens,18,2,0,36.00,31088.85,0,6,Suburban,Governmental
8360,Edgar,Tate,14,3,1,40.40,69368.92,1,4,URBAN,Int.
8361,Walter,Nash,13,6,4,40.90,27382.25,1,2,city,Gov
8362,Nicole,Berger,12,2,0,44.80,,,,Suburban,PUB
8363,Jesse,Carney,9,3,1,40.90,,0,0,Suburb,Public
8365,Rhonda,Yoder,12,2,0,36.10,52771.8,1,7,URBAN,Private
8366,Leonard,Shepherd,3,4,2,47.70,,,,city,Public
8367,Sue,Lamb,9,4,2,34.00,36733.26,1,2,Suburban,International
8368,Molly,Bridges,10,5,2,52.40,,0,3, Rural ,Public
8369,Rachel,Sandoval,9,5,3,36.60,35472.04,1,,Urban,Public
8370,Brandy,Mccarty,18,4,2,54.40,80477.45,1,4, Suburb ,PRIVATE
8371,Lindsey,Ferguson,17,2,0,38.80,18755.13,1,3,Urban,Governmental
8372,Glen,Gonzalez,14,2,0,32.70,9894.13,0,-2,Rural,Public
8373,Kyle,King,7,3,1,40.70,31039.52,1,3,Urban,Public
8374,Tyler,,17,3,1,,68798.03,1,6,URBAN, International 
8375,Abigail,WATSON,13,4,2,32.30,28241.3,1,2,Suburb,Home School
8377,Marissa,Warren,11,2,0,66.90,28085.09,1,2,Suburban,Public
8378,Yolanda,Thornton,14,4,2,61.50,14726.89,,,SUB,Public
8379,Luis,Duncan,8,4,2,,28242.27,1,2,Suburban,Private
8380,Kristy,Rocha,11,2,0,,23955.26,1,3,  Urban  ,PUBLIC
8381,Jason,Vaughan,12,6,4,57.20,61534.54,0,0,Unknown,PVT
8382,Gloria,Romero,7,7,4,35.10,26606.03,1,1,Rural, private 
8383,Heidi,Stuart,10,4,2,,,0,0,Urban,Public
8384,,Powell,7,3,0,,,0,0,Urban,Public
8385,Unknown,Valencia,14,2,0,55.70,39751.08,0,0,Urban,PUBLIC
8386,Calvin,Cherry,7,2,0,,14915.55,,,Suburb,Public
8387,Tamara,Oconnor,12,2,0,29.50,16422.37,1,2,URBAN, Public 
8388,Jeffery,Ball,5,3,1,27.90,19849.04,0,0,Suburban,Private
8389,Corey,Conway,6,4,2,52.10,30928.78,1,5,SUB,  Public  
8390,Cristina,Montgomery,-5,4,2,50.00,52598.02,1,10,Urban,PRIVATE
8391,Roger,Le,9,4,2,54.70,33780.56,1,,Urban, Gov 
8392,Joel,Carroll,11,9,7,53.10,,1,3,countryside,private
8393,Kathy,Ingram,12,6,4,62.40,"$17,637",,,Suburban,Public
8394,Anne,Patel,25,7,5,49.60,"25775,85",1,,Rural,PUB
8395,Brittney,Kelley,10,7,5,30.20,,0,0,urban,Public
8396,Norman,cunningham,8,4,2,39.00,41607.56,1,1,Rural,International
8397,Kim,Pace,12,7,5,61.10,36231.21,1,7,Village,public
8398,Jon,Branch,10,3,1,47.80,43972.92,1,1, Urban ,Gov
8400,Kaitlin,Clark,8,6,4,30.90,43749.38,1,1,Urban,PVT
8401,,Weber,17,8,6,,16309.08,1,4,Suburban,  Public  
8402,Melissa,,6,3,1,66.00,32842.94,0,0,  Suburban  ,Home School
8403,Lori,Dickson,9,4,2,46.10,,,,Suburban,  Public  
8404,Kim,Matthews,11,7,5,53.00,34492.26,1,4,urban,international
8405,Eric,,10,2,0,34.40,24478.38,1,3,City,Private
8406,Mary,Snow,8,2,0,29.70,,1,1,SUBURBAN,HOMESCHOOL
8407,Tanner,Haley,4,3,1,41.60,"35451,86",1,2,Suburb,Public
8408,BRITTANY,Rios,8,3,1,46.30,24879.15,1,1,Suburban,Governmental
8409,Arthur,Boyd,7,2,0,31.70,15325.47,,,Rural,Public
8410,,Dixon,17,2,0,43.60,44598.52,1,1,City,  Private  
8411,Bonnie,Forbes,18,3,1,50.90,84725.93,1,6,URB,private 
8412,Tricia,Holt,10,4,1,24.90,34600.4,0,4,Urban,Public
8413,Sonya,Powers,5,3,1,43.90,,,,Suburban,Governmental
8414,Danny,Delacruz,13,6,4,25.90,,1,3,Suburban,Gov
8415,Pamela,Hunt,7,2,0,53.90,26579.7,1,4, Suburban ,Priv
8416,Manuel,Dominguez,9,5,3,36.10,30169 EGP,1,2,Rural,Intl
8417,Anthony,Cervantes,8,5,3,28.20,32019.15,1,3,URBAN, Public 
8418,Ricardo,Cruz,9,8,6,29.40,39393.7,1,5,Urban,Governmental
8419,Jaclyn,Garrett,9,4,2,,24776.46,1,1,Suburban,Public
8420,,Galloway,6,2,0,32.50,50470.92,1,2,  Urban  ,private
8421,Monique,Powers,8,8,6,37.90,35923.01,1,2, suburban ,public
8422,Harry,Cervantes,14,3,1,50.20,16970.52,1,3,Urban,PUB
8423,Marcus,Velazquez,10,2,0,16.10,38036.1,1,3,URB,  Public  
8424,Elaine,Herring,11,4,1,27.00,,1,1,URB,Public
8425,Sylvia,Bishop,3,3,1,67.80,38040.75,1,5,URBAN,Private
8426,Lance,Cain,14,3,1,,14685.62,,,Rural,Homeschool
8427,Antonio,Parrish,8,6,4,49.10,32480.06,1,3, Urban ,home-school
8428,Natalie,Delgado,15,4,2,,20500.58,1,1, countryside ,Public
8429,Paul,Foley,11,7,5,35.90,34714.07,1,1,City,Public
8430,Abigail,Horne,8,2,0,38.80,,1,1,Rural,International
8431,Stacey,jenkins,4,6,4,53.60,26075.3,1,1,Suburban, public 
8432,Stacy,Valencia,18,2,0,,,1,,Urban,Public
8433,Allen,Haley,13,3,1,29.50,,1,3,Urban,Private
8434,Walter,Schneider,14,4,2,61.30,,1,4, Urban ,International
8435,Phyllis,Everett,17,6,4,,approx 25.3k,0,0,Unknown,Private
8436,Christina,Decker,11,6,4,52.00,22434.45,0,0,URBAN,PUB
8437,Cynthia,Robinson,15,3,0,53.70,23054.52,0,0,Urban,Public
8438,Latoya,Richards,9,3,1,46.90,32791 EGP,0,0,Suburban,Public
8439,Marvin,Carlson,13,6,4,,22882.71,1,2,Suburban,Public
8440,Miranda,Valdez,8,7,5,54.40,,1,5,City,  Public  
8441,Kyle,Baker,9,5,3,,55142.54,1,7,Urban,PVT
8442,Mason,Chen,11,4,2,,40073.23,1,5,Suburban,PUBLIC
8443,Charlene,Duncan,6,2,0,39.00,55862.79,1,2, Urban ,N/A
8444,Jacob,Montes,12,3,1,61.70,53598.11,1,1,suburban,PVT
8445,Francis,Ali,9,2,0,43.60,"33018,95",1,,  Urban  ,Public
8448,Lindsay,salazar,9,5,3,33.30,,,,null,Public
8449,,Frey,19,2,0,,14131.18,0,0,RUR,Public
8450,Francis,Baird,12,4,2,,16603.55,,,  countryside  ,private 
8451,Hailey,Graves,16,7,5,53.20,42491.76,1,3,Suburban,Priv
8452,Laurie,Mann,12,4,2,29.20,19029.88,0,-4,Suburban,public
8453,Glen,Weber,9,6,4,37.80,11594.87,0,0, Rural ,Public
8454,William,Sampson,10,5,3,65.30,23458.02,1,3,  Urban  , Public 
8455,Jeremiah,Davenport,9,5,3,42.40,33133.38,1,1,Suburb,Public
8456,Patty,Delgado,12,5,3,26.40,24647.93,0,0,Suburban,Public
8457,Walter,Soto,11,3,1,50.00,11522.95,0,0,Suburban,Governmental
8458,,Payne,8,7,5,30.90,,,,  rural  ,Governmental
8459,Ruben,Hogan,11,2,0,40.50,27587.89,1,2,Suburb,PVT
8460,Jeremiah,,12,4,1,27.30,28097.8,1,,Sub-urban,Public
8461,Dawn,Pearson,7,3,1,55.50,17416.47,,,RURAL,international
8462,,Keller,12,5,3,53.80,19753.94,1,1,Suburban,  public  
8463,Marissa,Harmon,5,7,5,53.90,45853.47,1,2,Urban,Private
8464,,Frey,14,2,0,60.00,36422.4,1,5,  Urban  ,  Public  
8465,Kim,Meadows,12,4,2,48.50,30767.09,1,1,Suburban,  Public  
8466,Craig,Guerra,16,3,1,,36450.79,1,6,Urban,Public
8467,Brenda,Roth,6,3,1,35.70,61609.91,1,,SUBURBAN,Private
8468,Brooke,Lyons,15,9,7,36.50,,0,,Rural,Public
8469,Barbara,Schmitt,14,2,0,42.50,23586.06,1,2,Urban,  Public  
8470,Carl,Collins,10,8,6,38.00,,0,0,  Rural  ,public
8471,Cole,Reed,9,6,4,23.40,51109.02,1,2,Suburban,Priv
8472,Donald,Erickson,7,4,1,42.10,13966.76,,,  Rural  ,  Governmental  
8473,Todd,Green,6,2,0,24.90,19228.47,0,0,Urban,Governmental
8474,Bobby,Hood,8,4,2,52.00,,1,2,City, PUB 
8475,Kathleen,Kelley,6,2,0,28.40,27106.15,1,4, suburban ,Public
8476,Juan,Rush,16,3,1,56.60,49415.05,1,3,Suburban,private 
8477,Jordan,Unknown,5,5,3,,13921.26,,,Rural,PUB
8478,Charlene,,11,7,5,28.00,"$11,753",,,Rural, PUBLIC 
8479,Levi,Jones,12,7,5,45.30,18026.25,1,2,Urban,Governmental
8480,Jeremy,Cooper,12,4,2,,24603.48,1,2,URB,Public
8481,Hunter,Choi,12,4,1,53.30,104821.07,1,3,Suburban,Private
8482,Stacy,Richardson,14,4,2,32.40,"36,692.56",1,3,URBAN,Private
8483,,Beck,-5,11,9,36.70,23838.4,0,0,Rural,Public
8484,Caitlin,Henderson,11,2,0,37.70,25587.01,1,1,Suburban,Public
8485,Gail,Herring,9,8,6,,18500.64,,,countryside,Public
8486,Tami,Cortez,15,6,4,23.10,26438.63,1,1,Rural,Public
8487,Robin,Rodriguez,18,4,2,65.40,40516.85,1,2,  Urban  ,Governmental
8488,Adrian,,6,4,2,35.80,36027.42,0,0,URBAN,Public
8489,Ariel,Nunez,3,3,1,23.10,25819.0,1,1,Unknown, Public 
8490,ryan,,13,7,5,24.60,14132.49,0,0,rural,PUBLIC
8491,ANDREA,Hicks,14,2,0,34.20,32318.25,0,0,-,PVT
8492,Sabrina,Powell,18,8,6,7.50,31130.92,0,0,Urban, PUBLIC 
8493,Dominic,SCHMITT,13,10,8,56.90,,1,8,Suburban,PVT
8494,Jessica,Kemp,16,4,2,52.20,52988.35,0,0, Urban ,Public
8495,Jonathon,Austin,-5,5,3,43.00,20519.8,1,2,URB,Private
8496,Breanna,Buchanan,16,6,4,22.50,,0,,Rural,Governmental
8497,Levi,Huerta,14,6,4,50.40,"23,884.44",1,2,  Urban  ,Public
8498,,Figueroa,6,7,5,36.10,,0,0,Urban,Public
8499,Marc,Wilson,10,7,5,56.40,23107.87,1,4,Urban,International
8500,Unknown,Franklin,12,6,4,,,,, Rural ,Public
8501,Colton,Tate,10,5,3,31.60,24838.09,0,0,Urban,Public
8502,Lisa,Massey,10,2,0,29.90,25001.31,0,0,Urban,Public
8503,Jean,Massey,16,2,0,29.30,32239.41,0,0,Urban,Private
8504,Andrew,Haney,8,3,1,47.00,,1,1,?,PVT
8505,Cameron,Arellano,13,2,0,,18101.27,1,,Urban,public
8506,  Jeremiah   ,Weber,12,4,2,54.00,49920.92,1,4,SUBURBAN,PUBLIC
8507,Molly,Conrad,7,4,2,41.10,21410.65,1,1,Rural,Public
8508,jeanne,Wilson,7,3,1,43.30,18968.69,1,,Suburb,Public
8509,,Juarez,4,4,2,46.20,18262.96,,,Urban, Public 
8510,Valerie,,12,2,0,27.70,11418.89,,,Suburban,PUB
8511,Colton,Mccarty,10,5,3,40.30,12743.05,1,,City,Public
8512,Melanie,Frederick,8,7,4,44.40,"$52,897",1,2,URBAN,Private
8514,Breanna,Mitchell,12,7,5,65.30,21561.34,0,0,Urban,Governmental
8515,Unknown,Lamb,10,3,1,51.10,,1,1, urban ,INTERNATIONAL
8516,Makayla,Herrera,8,8,6,33.50,41740.21,1,3,URBAN,Public
8517,  Dakota   ,Downs,7,5,3,,33249.31,1,1,Urban,Public
8518,Riley,Haley,10,3,1,51.10,47765.88,1,1,Urban,Private
8519,Diana,Frazier,12,6,4,47.50,41779.18,0,0,Urban,PVT
8520,Gabrielle,Morales,9,3,1,40.60,27848.17,1,,Suburban,PUBLIC
8521,Nathaniel,Malone,6,6,4,58.50,26055.3,1,,urban,Public
8522,Unknown,Mcfarland,10,3,1,39.00,28030.33,1,1, urban ,Public
8523,Danny,Atkins,14,6,4,,7084.14,0,2,  rural  ,PUBLIC
8524,Jason,Porter,11,2,0,51.00,,1,,SUBURBAN,private
8525,Whitney,Morales,11,2,0,55.30,,1,3,Village,Private
8526,Sydney,Guzman,9,3,1,36.00,,1,4,Suburban,PUB
8527,Dorothy,Downs,7,2,0,23.00,10744.39,1,,URBAN,Public
8528,Holly,Rogers,7,2,0,21.10,48882.75,1,3,Urban,PVT
8529,Rebekah,Kramer,5,5,3,43.00,29341 EGP,0,0,Suburban,Public
8530,Diana,Roman,15,8,6,,"20,285.87",1,4, Rural ,public
8531,Leah,Sanders,12,4,2,34.10,,1,1,Urban,Public
8532,Krista,Avila,11,3,1,45.90,42231.38,1,3,Suburb,Homeschool
8533,DEREK,Herrera,12,4,2,58.20,68962.71,1,8,Unknown,International
8534,Anna,Bright,12,3,1,29.60,22319.22,1,2,Urban,?
8535,Marilyn,Shea,8,4,2,36.50,42111.87,0,0,city,Public
8536,Bruce,Wolfe,9,5,3,25.20,31734.92,1,1,RURAL,Public
8537,Duane,Herrera,9,7,5,,21638.51,0,0, Urban ,PUBLIC
8538,Meredith,Ramos,18,3,1,54.00,,1,6,Urban,Private
8539,Reginald,Nash,14,5,3,40.30,47256.33,1,4,Suburban,international
8540,Brittany,Howe,11,4,2,37.60,15016.33,0,0,urban,Public
8541,Dominic,Golden,15,6,4,31.30,41243.05,1,1,Rural,Private
8542,darren,Ferguson,15,8,6,54.20,,1,-3,  Urban  ,Public
8543,Mercedes,  Riley   ,6,3,1,47.30,,,,Rural, Governmental 
8544,Lance,Willis,10,6,4,,43304.65,1,1,  URB  ,Private
8545,Maria,Wagner,10,2,0,47.40,52722.78,1,2,Urban,Gov
8546,Beverly,Burton,13,8,6,47.60,27018.39,1,3,Suburban,public
8547,Thomas,Luna,10,10,8,59.70,,1,,Rural,Public
8548,,Greer,10,4,2,51.50,"25769,27",1,-3,Urban,Public
8549,Unknown,Cook,9,5,3,54.40,24145.03,1,2,  urban  ,PUB
8550,Phyllis,Yoder,14,5,3,44.50,47224.68,1,3,Urban,private 
8551,Marvin,Avila,5,5,3,,23783.98,1,3,City,  Public  
8552,Kellie,Juarez,9,5,3,41.10,11985.88,,,RURAL,PUBLIC
8554,Martha,Greene,7,4,2,52.20,18456.53,1,1,Suburban,private
8556,Sharon,Conley,12,3,1,43.40,13742.94,0,0,Suburban,Public
8557,Kari,Farmer,9,6,4,,,1,2,SUB,PUBLIC
8558,Pamela,Massey,15,4,2,35.30,50969.22,1,3,  Urban  ,private 
8559,Penny,Finley,15,7,5,,17150.29,1,1, URB ,Public
8560,Jamie,Rodriguez,10,8,6,42.50,,1,1,Suburban,Public
8561,Lance,Unknown,11,5,3,57.20,40669.7,1,3,Rural,Private
8562,Derrick,James,9,4,2,31.70,47421.22,1,5,urban,INTERNATIONAL
8563,Natalie,Gutierrez,13,7,5,38.70,44981.97,1,1,SUB,-
8564,Jane,Arroyo,6,3,1,46.80,"33787,98",1,3,Suburban,Private
8565,Courtney,Maxwell,17,4,2,47.30,35286.49,1,2, Rural ,Homeschool
8566,Briana,Valentine,15,2,0,58.80,27885.77,1,3,Rural,Public
8567,Tyrone,Love,6,3,1,,24601.38,0,0,urban,public
8568,  Morgan   ,Goodwin,8,8,6,41.10,16551.36,,-1,Urban,international
8569,Theodore,Marshall,12,4,2,39.10,,0,0,Sub-urban,Public
8570,Brian,,9,7,5,,15886 EGP,1,1,RUR,Governmental
8571,Marcia,,12,2,0,73.20,,0,0,urban,Public
8572,calvin,Herman,9,3,0,,16502.62,0,0,Suburban,Public
8573,Loretta,Gillespie,16,4,2,54.30,,,,Rural,  public  
8574,Johnathan,Sherman,11,4,2,58.70,64140.69,1,7,URBAN,Private
8575,Michael,Smith,18,2,0,39.20,,,,  URB  ,Governmental
8576,Kathryn,Walker,13,4,2,22.70,30222.71,1,3,Urban,Gov
8577,Tim,Watkins,6,3,1,34.70,14938.72,0,,Urban,PUB
8578,Margaret,Mccullough,18,3,1,41.40,18845.16,1,,Suburban,Public
8579,Sandra,Gonzalez,14,4,2,51.90,49583.75,1,4,urban,Private
8580,Glenda,Rocha,12,2,0,48.00,16049.23,1,2,Suburban, Public 
8581,Tony,Jensen,13,5,3,49.90,25723.14,1,4,Urban,PUB
8582,Tracy,Clarke,6,10,8,15.40,27655.01,1,2,Suburb,private 
8583,,Benitez,4,2,0,44.30,"43723,8",1,5,Urban,PVT
8584,Mikayla,Walter,10,4,2,37.50,18932.95,0,0,Suburb,Public
8585,Katelyn,,15,2,0,34.60,59482.0,1,6,Urban,Private
8586,,Callahan,12,2,0,,20033.83,0,0,Suburban,Public
8587,Todd,Ramos,17,4,2,49.40,38808.49,0,0,URBAN, Private 
8588,Tommy,Schneider,15,4,2,32.40,23052.9,1,3,Suburban,  PUB  
8589,Timothy,Cobb,11,5,3,54.90,44689.69,1,,city,Public
8591,Alex,Miles,16,6,4,31.70,,1,1,Suburban,HS
8592,Madeline,OLSON,10,5,3,,29471.87,1,1,Urban,HS
8593,Maria,Farrell,10,4,2,46.30,13526.21,0,0,  Rural  ,PUB
8594,Shawn,,11,7,5,49.60,approx 18.5k,0,0,Suburban,Public
8595,Dawn,Rivera,3,5,3,45.80,20239.41,1,5,city,Public
8596,Melanie,House,12,10,8,39.10,,1,1,  Rural  ,HOMESCHOOL
8597,Nicholas,Conway,13,6,3,32.50,19392.89,0,0,  Urban  ,Public
8598,Janice,Wilkins,11,5,3,35.00,11377.02,,,Rural,Public
8600,Malik,Lynn,10,6,4,67.10,54815.22,1,2,Suburban,International
8601,Kenneth,Santiago,3,11,9,41.50,42365.57,1,2,RUR,private 
8602,Cristian,Pruitt,16,7,5,64.60,42481.2,0,0, Urban ,  Public  
8603,Marie,Lindsey,9,5,3,69.00,,1,1,SUBURBAN,Public
8604,Joanne,Owen,8,2,0,,14840.01,0,0,Urban,Public
8605,Annette,Liu,15,3,1,36.60,10824.03,1,3,suburban,Public
8606,Edgar,Moody,14,6,4,34.10,42257.53,1,6,Urban,home-school
8607,Tonya,Berg,11,2,0,66.60,59629.97,1,5,Urban,PRIVATE
8608,Theodore,Mcdaniel,13,2,0,32.50,32576.55,1,4,city,Public
8611,Erik,Barber,15,5,3,36.90,11226.31,0,0,Rural,Public
8612,Carl,Tucker,8,3,1,33.20,"44,587.42",1,8,SUB,Public
8613,Douglas,Payne,7,7,5,34.20,28855.74,0,0,RURAL,home-school
8614,Timothy,Washington,11,4,2,29.50,9949.07,0,,Rural,HOMESCHOOL
8615,Dana,Haney,11,5,3,31.50,39891.08,1,6,SUBURBAN,International
8616,Bradley,Lawrence,13,3,1,49.70,27414.21,1,2,Urban,Public
8617,Dana,Shah,6,3,1,47.50,22170.35,1,1,Suburban,Private
8618,Jose,,3,2,0,39.60,36858.25,1,3,Urban,Public
8619,Jenny,Waller,14,2,0,37.80,20907.06,1,2,Rural,Public
8620,Brandon,Weeks,7,5,3,40.40,48473.72,1,3,Urban,Private
8621,Cody,Sanders,8,5,3,25.20,18636.6,1,1,Urban,  Public  
8622,Stefanie,Yates,3,6,4,41.70,23413.77,0,3,RUR,PUBLIC
8623,,Santos,14,4,2,44.70,,1,1,city,Public
8624,Judy,Todd,12,5,3,,15547.97,,,Rural,Public
8625,Molly,evans,12,9,7,30.80,,1,3,Rural,Public
8626,Sarah,Nunez,12,2,0,61.10,43631.1,1,2,Suburban,International
8627,Krystal,Walton,3,2,0,49.70,25721.82,1,2,Suburban,Public
8628,Jasmine,Decker,7,3,1,42.00,25744.79,0,0,URB,Governmental
8629,Shelly,Morrison,9,2,0,48.10,65137.85,1,1,Urban,International
8630,,Sloan,8,7,5,36.60,,0,0,  RURAL  ,Gov
8631,Judy,Livingston,10,6,4,52.60,22945.25,1,1,Urban,  Public  
8632,Erika,Ramsey,11,3,1,30.20,,0,0,City,Public
8633,Ariana,Unknown,14,6,3,36.20,26389.56,1,1,URB,private 
8634,Derek,Sanders,5,2,0,35.90,,,,Suburban,Public
8635,ASHLEY,Vaughan,10,5,3,44.80,22294.58,0,0,  Sub-urban  ,Public
8637,Jim,Velazquez,7,3,1,20.00,16369.8,,,Urban,Public
8638,Mia,Lowe,10,5,3,36.60,,0,0,RURAL,Public
8639,Sherri,Douglas,12,6,4,26.90,,,,Urban,Public
8640,Jacob,Barajas,11,3,1,51.50,22462.51,1,2,Urban,PUBLIC
8641,Joe,Deleon,13,3,1,28.60,17686.09,1,,URBAN,Public
8642,Dean,Bryan,11,2,0,65.00,83225.2,1,5,Suburban,Private
8643,Mia,Mueller,9,4,2,53.00,67997.16,0,0,URB,Private
8644,Kevin,Blanchard,6,5,3,63.60,62193.93,1,3,urban,PUB
